"Month","Day","Year","Date","Victims_Killed","Victims_Wounded","Number_Victims","Media_Attention","Quarter","State","School_Level","During_School","Time_Period","Age","Weapon_Type","AgeGroup"
4,1,2012,"4/1/2012",0,1,1,"Local","Spring","AR","Middle school","No","Evening","18","Handgun","Teen"
3,15,2012,"3/15/2012",0,0,0,"Local","Spring","AL","High School","Yes","Morning Classes","16","Handgun","Teen"
2,27,2012,"2/27/2012",3,3,6,"National","Winter","OH","High School","Yes","School Start","17","Handgun","Teen"
2,22,2012,"2/22/2012",0,1,1,"National","Winter","WA","Elementary","Yes","Dismissal","10","Handgun","Child"
2,10,2012,"2/10/2012",0,0,0,"National","Winter","NH","Elementary","Yes","Lunch","14","Shotgun","Teen"
1,10,2012,"1/10/2012",0,1,1,"Local","Winter","TX","High School","Yes","Afternoon Classes","18","Handgun","Teen"
1,4,2012,"1/4/2012",0,0,0,"Regional","Winter","TX","Middle school","Yes","School Start","Child","Handgun","Child"
12,28,2011,"12/28/2011",0,1,1,NA,"Winter","MI","High School","No","Sport Event","17","Handgun","Teen"
12,28,2011,"12/28/2011",0,1,1,NA,"Winter","MI","High School","No","Sport Event","17","Handgun","Teen"
12,12,2011,"12/12/2011",0,2,2,NA,"Winter","TX","Middle school","Yes","After School","36","Rifle","Adult"
10,24,2011,"10/24/2011",0,1,1,"National","Fall","NC","High School","Yes","Afternoon Classes","15","Rifle","Teen"
9,30,2011,"9/30/2011",0,0,0,NA,"Fall","OR","High School","No","Sport Event","20","Handgun","Adult"
9,30,2011,"9/30/2011",0,0,0,NA,"Fall","OR","High School","No","Sport Event","20","Shotgun","Adult"
9,30,2011,"9/30/2011",0,0,0,NA,"Fall","OR","High School","No","Sport Event","20","Handgun","Adult"
9,30,2011,"9/30/2011",0,0,0,NA,"Fall","OR","High School","No","Sport Event","20","Shotgun","Adult"
9,30,2011,"9/30/2011",0,1,1,NA,"Fall","NC","High School","No","Sport Event",NA,"Handgun",NA
9,23,2011,"9/23/2011",0,0,0,NA,"Fall","WA","High School","No","Sport Event","51","Rifle","Adult"
5,23,2011,"5/23/2011",0,1,1,"Local","Spring","HI","Middle school","Yes","Before School","14","Handgun","Teen"
5,17,2011,"5/17/2011",0,1,1,"Local","Spring","WA","Elementary","No","Evening","16","Handgun","Teen"
4,19,2011,"4/19/2011",0,3,3,"National","Spring","TX","Elementary","Yes","Lunch","6","Handgun","Child"
4,13,2011,"4/13/2011",0,1,1,"Local","Spring","FL","High School","Yes","Lunch","17","Handgun","Teen"
3,30,2011,"3/30/2011",1,5,6,"Local","Spring","TX","High School","No","Sport Event","Teen","Handgun","Teen"
3,30,2011,"3/30/2011",1,5,6,"Local","Spring","TX","High School","No","Sport Event","Teen","Handgun","Teen"
3,30,2011,"3/30/2011",1,5,6,"Local","Spring","TX","High School","No","Sport Event",NA,"Handgun",NA
3,25,2011,"3/25/2011",0,1,1,"National","Spring","IN","Middle school","Yes","Before School","16","Handgun","Teen"
2,2,2011,"2/2/2011",1,0,1,"National","Winter","CA","Elementary","Yes","Morning Classes","44","Handgun","Adult"
1,18,2011,"1/18/2011",0,2,2,"National","Winter","CA","High School","Yes","Morning Classes","17","Handgun","Teen"
1,5,2011,"1/5/2011",1,1,2,"National","Winter","NE","High School","Yes","Lunch","17","Handgun","Teen"
1,4,2011,"1/4/2011",0,0,0,NA,"Winter","IN","K-12th","No","Before School",NA,"Other",NA
12,6,2010,"12/6/2010",0,1,1,"Local","Winter","CO","High School","No","Dismissal","23","Handgun","Adult"
11,29,2010,"11/29/2010",0,0,0,"International","Fall","WI","High School","No","Evening","15","Handgun","Teen"
10,23,2010,"10/23/2010",1,1,2,"Local","Fall","KS","High School","No","Evening","19","Handgun","Adult"
10,23,2010,"10/23/2010",1,1,2,"Local","Fall","KS","High School","No","Evening","21","Handgun","Adult"
10,8,2010,"10/8/2010",0,2,2,NA,"Fall","CA","Elementary","Yes","Lunch","41","Handgun","Adult"
9,21,2010,"9/21/2010",0,1,1,NA,"Fall","SC","High School","Yes","Afternoon Classes","15","Handgun","Teen"
8,30,2010,"8/30/2010",1,0,1,NA,"Summer","TN","High School","Yes","Morning Classes","62","Handgun","Adult"
5,18,2010,"5/18/2010",0,1,1,NA,"Spring","CA","High School","Yes","Before School","17","Handgun","Teen"
4,28,2010,"4/28/2010",0,0,0,NA,"Spring","VA","High School","Yes","Lunch","15","Handgun","Teen"
2,23,2010,"2/23/2010",0,2,2,"Regional","Winter","CO","Middle school","Yes","Dismissal","32","Rifle","Adult"
2,10,2010,"2/10/2010",0,2,2,"Local","Winter","TN","High School","No","After School","48","Handgun","Adult"
2,5,2010,"2/5/2010",1,0,1,NA,"Winter","AL","Middle school","Yes","Afternoon Classes","14","Handgun","Teen"
12,11,2009,"12/11/2009",0,1,1,NA,"Winter","LA","High School","Yes","School Start","28","Handgun","Adult"
11,6,2009,"11/6/2009",0,1,1,NA,"Fall","PA","High School","Yes","Before School","15","Handgun","Teen"
10,30,2009,"10/30/2009",1,2,3,NA,"Fall","CA","High School","No","Sport Event","18","Shotgun","Teen"
10,16,2009,"10/16/2009",1,0,1,NA,"Fall","SC","High School","Yes","Morning Classes","Adult","Handgun","Adult"
10,8,2009,"10/8/2009",0,1,1,NA,"Fall","NY","6th-12th","Yes","Afternoon Classes","28","Rifle","Adult"
9,16,2009,"9/16/2009",0,0,0,NA,"Fall","VA","High School","Yes","Afternoon Classes","16","Handgun","Teen"
9,8,2009,"9/8/2009",0,0,0,NA,"Fall","CT","High School","Yes","School Start","16","Handgun","Teen"
8,27,2009,"8/27/2009",0,0,0,NA,"Summer","NC","High School","No","After School","16","Handgun","Teen"
6,24,2009,"6/24/2009",1,0,1,NA,"Summer","IA","High School","Yes","Morning Classes","24","Handgun","Adult"
6,15,2009,"6/15/2009",0,3,3,NA,"Summer","CA","Other","Yes","Morning Classes",NA,"Handgun",NA
5,18,2009,"5/18/2009",0,0,0,"National","Spring","LA","Middle school","Yes","Morning Classes","15","Handgun","Teen"
5,5,2009,"5/5/2009",0,0,0,NA,"Spring","NY","High School","Yes","Morning Classes","17","Shotgun","Teen"
4,13,2009,"4/13/2009",0,1,1,NA,"Spring","CA","High School","Yes","Before School",NA,"Handgun",NA
3,11,2009,"3/11/2009",0,0,0,NA,"Spring","TX","High School","Yes","Before School","Teen","Handgun","Teen"
3,10,2009,"3/10/2009",0,0,0,NA,"Spring","FL","High School","Yes","School Start","Teen","Handgun","Teen"
3,10,2009,"3/10/2009",0,0,0,NA,"Spring","FL","High School","Yes","School Start","Teen","Handgun","Teen"
3,2,2009,"3/2/2009",0,0,0,NA,"Spring","SD","Elementary","Yes","Dismissal","10","Other","Child"
2,23,2009,"2/23/2009",0,0,0,NA,"Winter","CT","High School","No","Sport Event","19","Handgun","Adult"
2,20,2009,"2/20/2009",0,0,0,NA,"Winter","CA","Elementary","Yes","Lunch",NA,"Shotgun",NA
2,17,2009,"2/17/2009",0,1,1,NA,"Winter","MI","High School","Yes","Afternoon Classes","17","Handgun","Teen"
2,17,2009,"2/17/2009",0,1,1,NA,"Winter","MI","High School","Yes","Afternoon Classes","19","Handgun","Adult"
2,11,2009,"2/11/2009",0,1,1,NA,"Winter","NC","Other","Yes","Before School","11","Handgun","Child"
2,10,2009,"2/10/2009",0,0,0,NA,"Winter","CA","Elementary","Yes","Dismissal","9","Handgun","Child"
1,27,2009,"1/27/2009",0,0,0,NA,"Winter","NC","High School","No","Sport Event","18","Handgun","Teen"
1,23,2009,"1/23/2009",1,0,1,NA,"Winter","IL","High School","No","Sport Event","18","Handgun","Teen"
1,20,2009,"1/20/2009",0,1,1,NA,"Winter","PA","High School","No","Sport Event","15","Handgun","Teen"
1,20,2009,"1/20/2009",0,4,4,NA,"Winter","MI","High School","No","Sport Event","18","Multiple Handguns","Teen"
1,20,2009,"1/20/2009",0,1,1,NA,"Winter","IL","High School","No","Sport Event","16","Handgun","Teen"
1,20,2009,"1/20/2009",0,1,1,NA,"Winter","IL","High School","No","Sport Event","16","Handgun","Teen"
1,9,2009,"1/9/2009",0,5,5,NA,"Winter","IL","High School","No","Sport Event","18","Handgun","Teen"
1,8,2009,"1/8/2009",0,2,2,NA,"Winter","DE","High School","No","Sport Event","Adult","Handgun","Adult"
12,31,2008,"12/31/2008",0,1,1,NA,"Winter","GA","Middle school","No","Evening","18","Shotgun","Teen"
12,22,2008,"12/22/2008",0,0,0,NA,"Winter","FL","Middle school","No","Not a School Day","47","Handgun","Adult"
12,21,2008,"12/21/2008",0,1,1,NA,"Winter","SC","High School","No","Evening","22","Handgun","Adult"
12,12,2008,"12/12/2008",1,0,1,NA,"Winter","NC","Elementary","No","Evening","16","Handgun","Teen"
12,12,2008,"12/12/2008",0,1,1,NA,"Winter","NY","High School","No","Sport Event","27","Handgun","Adult"
12,5,2008,"12/5/2008",0,0,0,NA,"Winter","MN","Other","No","Evening","34","Handgun","Adult"
12,2,2008,"12/2/2008",1,1,2,NA,"Winter","CA","High School","No","Sport Event","17","Handgun","Teen"
11,30,2008,"11/30/2008",0,1,1,NA,"Fall","CA","Elementary","No","Not a School Day","Adult","Handgun","Adult"
11,18,2008,"11/18/2008",0,1,1,NA,"Fall","CA","High School","Yes","Evening","18","Handgun","Teen"
11,18,2008,"11/18/2008",0,0,0,NA,"Fall","CA","Middle school","Yes","Morning Classes","13","Handgun","Teen"
11,15,2008,"11/15/2008",1,0,1,NA,"Fall","CO","High School","No","Night","18","Handgun","Teen"
11,15,2008,"11/15/2008",1,0,1,NA,"Fall","UT","High School","No","School Event","15","Handgun","Teen"
11,12,2008,"11/12/2008",1,0,1,NA,"Fall","FL","High School","Yes","Morning Classes","15","Handgun","Teen"
11,3,2008,"11/3/2008",0,0,0,NA,"Fall","CA","Elementary","Yes","Afternoon Classes",NA,"Other",NA
11,3,2008,"11/3/2008",1,0,1,NA,"Fall","CA","High School","No","Sport Event",NA,"Handgun",NA
10,29,2008,"10/29/2008",0,1,1,NA,"Fall","CA","Elementary","Yes","Morning Classes","10","Other","Child"
10,23,2008,"10/23/2008",0,1,1,NA,"Fall","AL","Other","Yes",NA,"50","Handgun","Adult"
10,20,2008,"10/20/2008",0,0,0,NA,"Fall","CA","High School","Yes","Afternoon Classes","14","Handgun","Teen"
9,15,2008,"9/15/2008",0,0,0,NA,"Fall","CA","High School","Yes","Morning Classes","17","Handgun","Teen"
9,2,2008,"9/2/2008",0,0,0,"National","Fall","OH","High School","Yes","Morning Classes","15","Handgun","Teen"
8,21,2008,"8/21/2008",1,0,1,"Local","Fall","TN","High School","Yes","School Start","15","Handgun","Teen"
8,14,2008,"8/14/2008",1,0,1,NA,"Summer","WA","Middle school","Yes","Evening","17","Handgun","Teen"
8,11,2008,"8/11/2008",0,0,0,NA,"Summer","WA","Elementary","Yes",NA,"49","Handgun","Adult"
4,16,2008,"4/16/2008",1,0,1,NA,"Spring","CA","High School","Yes","Lunch","Adult","Handgun","Adult"
3,6,2008,"3/6/2008",0,0,0,NA,"Spring","AL","High School","Yes","Morning Classes","18","Handgun","Teen"
2,12,2008,"2/12/2008",1,0,1,"National","Winter","CA","Junior High","Yes","Morning Classes","14","Handgun","Teen"
2,11,2008,"2/11/2008",0,1,1,NA,"Winter","TN","High School","Yes","Morning Classes","17","Handgun","Teen"
2,4,2008,"2/4/2008",0,1,1,NA,"Winter","TN","High School","Yes","Morning Classes","16","Handgun","Teen"
11,26,2007,"11/26/2007",0,0,0,NA,"Fall","NY","High School","Yes","Morning Classes","17","Handgun","Teen"
11,5,2007,"11/5/2007",0,0,0,NA,"Fall","LA","K-12th","Yes","Before School","13","Handgun","Teen"
10,24,2007,"10/24/2007",0,1,1,NA,"Fall","TN","High School","Yes","Morning Classes","15","Handgun","Teen"
10,10,2007,"10/10/2007",0,4,4,NA,"Fall","OH","Other","Yes","Afternoon Classes","14","Multiple Handguns","Teen"
10,1,2007,"10/1/2007",0,1,1,NA,"Fall","CT","High School","Yes","Dismissal","15","Other","Teen"
9,28,2007,"9/28/2007",0,0,0,NA,"Fall","CA","High School","Yes","Morning Classes","17","Handgun","Teen"
8,4,2007,"8/4/2007",3,1,4,NA,"Summer","NJ","High School","No","Not a School Day","19","Handgun","Adult"
6,28,2007,"6/28/2007",0,2,2,NA,"Summer","TX","High School","Yes","Lunch","17","Handgun","Teen"
6,17,2007,"6/17/2007",0,1,1,NA,"Summer","SC","Elementary","No","Sport Event","21","Handgun","Adult"
5,31,2007,"5/31/2007",0,0,0,NA,"Spring","NC","Middle school","Yes",NA,NA,"Other",NA
5,30,2007,"5/30/2007",0,1,1,NA,"Spring","NC","Elementary","Yes",NA,NA,"Other",NA
5,23,2007,"5/23/2007",0,1,1,NA,"Spring","RI","Elementary","Yes","After School","11","Other","Child"
5,15,2007,"5/15/2007",0,0,0,NA,"Spring","TX","Middle school","Yes","Morning Classes","14","Handgun","Teen"
5,12,2007,"5/12/2007",0,1,1,NA,"Spring","TX","High School","No","School Event","17","Shotgun","Teen"
5,4,2007,"5/4/2007",0,0,0,NA,"Spring","TX","High School","Yes","Morning Classes","15","Handgun","Teen"
5,3,2007,"5/3/2007",0,1,1,NA,"Spring","OH","Elementary","Yes","Before School","16","Other","Teen"
4,18,2007,"4/18/2007",0,0,0,NA,"Spring","NC","High School","Yes",NA,"16","Handgun","Teen"
4,10,2007,"4/10/2007",0,10,10,NA,"Spring","OR","High School","Yes","Afternoon Classes","15","Rifle","Teen"
4,10,2007,"4/10/2007",0,1,1,NA,"Spring","IL","Other","Yes","Afternoon Classes","15","Handgun","Teen"
3,29,2007,"3/29/2007",0,0,0,NA,"Spring","SC","High School","Yes",NA,"18","Handgun","Teen"
3,27,2007,"3/27/2007",0,1,1,NA,"Spring","CT","Elementary","No","Sport Event",NA,"Handgun",NA
3,23,2007,"3/23/2007",0,1,1,NA,"Spring","FL","Elementary","Yes","Afternoon Classes","10","Other","Child"
3,8,2007,"3/8/2007",0,0,0,NA,"Spring","TN","High School","Yes","After School","62","Handgun","Adult"
3,7,2007,"3/7/2007",0,1,1,NA,"Spring","CA","High School","No","Afternoon Classes",NA,"Handgun",NA
3,7,2007,"3/7/2007",0,1,1,NA,"Spring","MI","High School","Yes","Morning Classes","17","Handgun","Teen"
2,27,2007,"2/27/2007",0,1,1,NA,"Winter","GA","Elementary","Yes","Morning Classes","10","Other","Child"
2,26,2007,"2/26/2007",0,2,2,NA,"Winter","CA","Middle school","Yes","Morning Classes","12","Other","Teen"
2,8,2007,"2/8/2007",0,0,0,NA,"Winter","OR","High School","Yes","Afternoon Classes","18","Handgun","Teen"
2,8,2007,"2/8/2007",0,0,0,NA,"Winter","TX","Middle school","Yes",NA,"Teen","Other","Teen"
2,7,2007,"2/7/2007",0,0,0,NA,"Winter","FL","Middle school","Yes",NA,"16","Handgun","Teen"
1,31,2007,"1/31/2007",0,1,1,NA,"Winter","IL","High School","No","Sport Event",NA,"Handgun",NA
1,24,2007,"1/24/2007",0,0,0,NA,"Winter","TN","High School","Yes","Morning Classes","17","Handgun","Teen"
1,18,2007,"1/18/2007",0,1,1,NA,"Winter","PA","High School","Yes","School Start","Teen","Handgun","Teen"
1,9,2007,"1/9/2007",0,2,2,NA,"Winter","NV","High School","Yes","School Start","Adult","Handgun","Adult"
1,8,2007,"1/8/2007",0,0,0,NA,"Winter","OH","High School","Yes","Lunch","16","Multiple Handguns","Teen"
1,3,2007,"1/3/2007",1,0,1,NA,"Winter","WA","High School","Yes","Morning Classes","18","Handgun","Teen"
1,2,2007,"1/2/2007",0,0,0,NA,"Winter","NC","High School","Yes","Dismissal","14","Handgun","Teen"
12,14,2006,"12/14/2006",0,0,0,NA,"Winter","PA","High School","No","After School","17","Rifle","Teen"
12,13,2006,"12/13/2006",0,1,1,NA,"Winter","PA","High School","Yes","Dismissal","Teen","Other","Teen"
12,12,2006,"12/12/2006",0,0,0,NA,"Winter","PA","High School","Yes","Morning Classes","16","Rifle","Teen"
12,11,2006,"12/11/2006",0,1,1,NA,"Winter","IL","High School","Yes","Dismissal","17","Handgun","Teen"
12,7,2006,"12/7/2006",0,1,1,NA,"Winter","NE","High School","Yes",NA,"17","Handgun","Teen"
12,1,2006,"12/1/2006",1,0,1,NA,"Winter","NC","High School","No","Evening","20","Handgun","Adult"
11,22,2006,"11/22/2006",1,0,1,NA,"Fall","GA","Middle school","No","Evening",NA,"Handgun",NA
11,11,2006,"11/11/2006",1,1,2,NA,"Fall","CA","High School","No","Night","Adult","Handgun","Adult"
10,31,2006,"10/31/2006",1,0,1,NA,"Fall","TN","High School","No","Evening","39","Handgun","Adult"
10,12,2006,"10/12/2006",0,0,0,NA,"Fall","MD","Elementary","Yes","Afternoon Classes","8","Handgun","Child"
10,10,2006,"10/10/2006",0,2,2,NA,"Fall","NY","Middle school","Yes","After School","Teen","Other","Teen"
10,9,2006,"10/9/2006",0,0,0,NA,"Fall","MO","Middle school","Yes","Morning Classes","13","Rifle","Teen"
9,27,2006,"9/27/2006",1,0,1,"National","Fall","CO","High School","Yes","Morning Classes","53","Multiple Handguns","Adult"
9,21,2006,"9/21/2006",0,1,1,NA,"Fall","DC","High School","Yes","Lunch","17","Handgun","Teen"
9,13,2006,"9/13/2006",0,0,0,NA,"Fall","MO","High School","No","After School","17","Handgun","Teen"
9,8,2006,"9/8/2006",0,1,1,NA,"Fall","TX","High School","Yes","Afternoon Classes","Adult","Handgun","Adult"
9,5,2006,"9/5/2006",0,1,1,NA,"Fall","TN","Middle school","No","Sport Event","Adult","Handgun","Adult"
8,31,2006,"8/31/2006",0,1,1,NA,"Summer","AL","High School","No","Sport Event","21","Handgun","Adult"
8,29,2006,"8/29/2006",0,0,0,NA,"Summer","DC","High School","Yes","Dismissal","16","Handgun","Teen"
8,24,2006,"8/24/2006",1,0,1,NA,"Summer","VT","Elementary","Yes",NA,"26","Handgun","Adult"
8,21,2006,"8/21/2006",0,0,0,NA,"Summer","IN","High School","Yes","Morning Classes","16","Handgun","Teen"
8,20,2006,"8/20/2006",0,2,2,NA,"Summer","GA","High School","No","Not a School Day","Teen","Handgun","Teen"
8,19,2006,"8/19/2006",1,0,1,NA,"Summer","OH","High School","No","Not a School Day","25","Handgun","Adult"
8,17,2006,"8/17/2006",1,0,1,NA,"Summer","TX","Middle school","No","Not a School Day","20","Handgun","Adult"
8,17,2006,"8/17/2006",1,0,1,NA,"Summer","TX","Middle school","No","Not a School Day","17","Handgun","Teen"
8,15,2006,"8/15/2006",0,0,0,NA,"Summer","KY","Middle school","Yes",NA,"13","Handgun","Teen"
7,31,2006,"7/31/2006",1,0,1,NA,"Summer","FL","Middle school","No","Before School","54","Handgun","Adult"
6,15,2006,"6/15/2006",0,1,1,NA,"Summer","MI","High School","No","Evening","Adult","Handgun","Adult"
6,6,2006,"6/6/2006",1,0,1,NA,"Summer","IN","High School","No","School Event","19","Handgun","Adult"
6,5,2006,"6/5/2006",1,0,1,NA,"Summer","CA","High School","Yes","Dismissal",NA,"Handgun",NA
5,25,2006,"5/25/2006",0,0,0,NA,"Spring","PA","High School","Yes","Morning Classes","18","Rifle","Teen"
5,22,2006,"5/22/2006",0,0,0,NA,"Spring","SC","High School","Yes","Morning Classes","19","Handgun","Adult"
5,5,2006,"5/5/2006",1,0,1,NA,"Spring","FL","High School","No","School Event","Teen","Handgun","Teen"
4,24,2006,"4/24/2006",0,0,0,NA,"Spring","NC","High School","No","Evening","17","Shotgun","Teen"
4,18,2006,"4/18/2006",0,2,2,NA,"Spring","TX","High School","Yes","After School",NA,"Handgun",NA
3,14,2006,"3/14/2006",0,2,2,NA,"Spring","NV","Middle school","Yes","Morning Classes","14","Handgun","Teen"
3,10,2006,"3/10/2006",0,2,2,NA,"Spring","NY","Middle school","Yes","School Start","14","Other","Teen"
3,10,2006,"3/10/2006",0,2,2,NA,"Spring","NY","Middle school","Yes","School Start","16","Other","Teen"
2,23,2006,"2/23/2006",0,1,1,NA,"Winter","OR","High School","Yes","Before School","14","Handgun","Teen"
2,21,2006,"2/21/2006",0,1,1,NA,"Winter","PA","High School","Yes","School Start","23","Rifle","Adult"
2,15,2006,"2/15/2006",0,0,0,NA,"Winter","PA","High School","No","Evening","Adult","Handgun","Adult"
2,9,2006,"2/9/2006",0,1,1,NA,"Winter","DE","High School","No","Sport Event",NA,"Handgun",NA
2,3,2006,"2/3/2006",0,1,1,NA,"Winter","CA","Elementary","Yes","Before School","9","Handgun","Child"
1,30,2006,"1/30/2006",0,0,0,NA,"Winter","MT","High School","Yes","School Start","16","Handgun","Teen"
1,27,2006,"1/27/2006",0,2,2,NA,"Winter","TX","High School","Yes",NA,"16","Handgun","Teen"
1,23,2006,"1/23/2006",0,1,1,NA,"Winter","CA","High School","Yes","Morning Classes","14","Handgun","Teen"
1,18,2006,"1/18/2006",0,1,1,NA,"Winter","MT","Middle school","Yes","Dismissal","15","Other","Teen"
1,18,2006,"1/18/2006",0,0,0,NA,"Winter","VA","High School","Yes","Lunch","20","Handgun","Adult"
1,18,2006,"1/18/2006",0,1,1,NA,"Winter","TX","Elementary","Yes","Morning Classes","Teen","Handgun","Teen"
1,13,2006,"1/13/2006",0,0,0,NA,"Winter","MI","High School","Yes","Lunch","Teen","Handgun","Teen"
1,13,2006,"1/13/2006",0,0,0,NA,"Winter","FL","Middle school","Yes","Morning Classes","15","Rifle","Teen"
1,13,2006,"1/13/2006",0,1,1,NA,"Winter","AL","High School","No","Sport Event","20","Handgun","Adult"
1,10,2006,"1/10/2006",0,1,1,NA,"Winter","DE","High School","No","Sport Event","Teen","Handgun","Teen"
1,3,2006,"1/3/2006",0,2,2,NA,"Winter","NJ","High School","Yes","Dismissal","Teen","Handgun","Teen"
12,6,2005,"12/6/2005",1,0,1,NA,"Winter","CA","High School","No","After School",NA,"Handgun",NA
12,6,2005,"12/6/2005",0,1,1,NA,"Winter","MI","High School","Yes","Afternoon Classes",NA,"Handgun",NA
12,5,2005,"12/5/2005",0,0,0,NA,"Winter","MA","High School","Yes","Afternoon Classes","17","Handgun","Teen"
11,16,2005,"11/16/2005",1,0,1,NA,"Fall","TX","Middle school","Yes",NA,"Adult","Handgun","Adult"
11,15,2005,"11/15/2005",0,1,1,NA,"Fall","FL","High School","Yes","Before School","17","Handgun","Teen"
11,8,2005,"11/8/2005",1,2,3,"National","Fall","TN","High School","Yes","Afternoon Classes","15","Handgun","Teen"
10,28,2005,"10/28/2005",0,0,0,NA,"Fall","NY","High School","No","School Event",NA,"Handgun",NA
10,28,2005,"10/28/2005",0,1,1,NA,"Fall","MD","High School","No","Sport Event","17","Handgun","Teen"
10,20,2005,"10/20/2005",0,1,1,NA,"Fall","MI","High School","Yes","Lunch","15","Handgun","Teen"
10,14,2005,"10/14/2005",0,1,1,NA,"Fall","NY","High School","Yes","Morning Classes","Teen","Handgun","Teen"
10,11,2005,"10/11/2005",0,0,0,NA,"Fall","MI","High School","Yes","School Start","17","Shotgun","Teen"
9,13,2005,"9/13/2005",0,1,1,NA,"Fall","IL","High School","Yes","Dismissal","15","Handgun","Teen"
9,2,2005,"9/2/2005",0,1,1,NA,"Fall","FL","High School","Yes","Dismissal","21","Handgun","Adult"
9,1,2005,"9/1/2005",0,0,0,NA,"Fall","AK","High School","No","Evening","15","Handgun","Teen"
8,25,2005,"8/25/2005",0,1,1,NA,"Summer","TN","Middle school","Yes","Morning Classes","Teen","Handgun","Teen"
8,19,2005,"8/19/2005",0,2,2,NA,"Summer","GA","High School","Yes","Morning Classes",NA,"Handgun",NA
8,17,2005,"8/17/2005",1,0,1,NA,"Summer","CA","Elementary","No","Evening","26","Handgun","Adult"
7,18,2005,"7/18/2005",2,0,2,NA,"Summer","NJ","High School","Yes","Afternoon Classes","25","Handgun","Adult"
6,12,2005,"6/12/2005",0,3,3,NA,"Summer","NJ","Elementary","No","Evening","Adult","Handgun","Adult"
6,8,2005,"6/8/2005",0,2,2,NA,"Summer","NY","High School","Yes","Dismissal","17","Other","Teen"
5,24,2005,"5/24/2005",0,2,2,NA,"Spring","CO","Other","Yes","Afternoon Classes",NA,"Other",NA
5,24,2005,"5/24/2005",0,0,0,NA,"Spring","LA","High School","Yes","Dismissal","16","Handgun","Teen"
5,20,2005,"5/20/2005",0,2,2,NA,"Spring","IL","Elementary","Yes","Dismissal","19","Other","Adult"
5,17,2005,"5/17/2005",1,0,1,NA,"Spring","PA","Elementary","Yes","Dismissal","47","Handgun","Adult"
5,14,2005,"5/14/2005",0,1,1,NA,"Spring","TX","High School","No","Not a School Day","17","Handgun","Teen"
4,27,2005,"4/27/2005",0,0,0,NA,"Spring","LA","High School","Yes","Morning Classes","15","Handgun","Teen"
4,7,2005,"4/7/2005",0,1,1,NA,"Spring","TX","High School","Yes","Morning Classes","45","Handgun","Adult"
3,30,2005,"3/30/2005",0,0,0,NA,"Spring","TN","High School","Yes","Morning Classes","17","Handgun","Teen"
3,24,2005,"3/24/2005",0,0,0,NA,"Spring","TN","High School","Yes",NA,"17","Handgun","Teen"
3,21,2005,"3/21/2005",8,5,13,NA,"Spring","MN","High School","Yes","Afternoon Classes","16","Handgun","Teen"
3,21,2005,"3/21/2005",8,5,13,NA,"Spring","MN","High School","Yes","Afternoon Classes","16","Shotgun","Teen"
3,21,2005,"3/21/2005",0,0,0,"Local","Spring","NY","High School","Yes","Morning Classes","15","Handgun","Teen"
3,17,2005,"3/17/2005",0,1,1,NA,"Spring","LA","High School","Yes","Afternoon Classes",NA,"Handgun",NA
3,17,2005,"3/17/2005",1,0,1,NA,"Spring","CA","High School","Yes","Dismissal","18","Handgun","Teen"
3,16,2005,"3/16/2005",1,2,3,NA,"Spring","PA","High School","Yes","Dismissal","21","Rifle","Adult"
3,14,2005,"3/14/2005",0,1,1,NA,"Spring","OH","Elementary","Yes","Morning Classes","7","Handgun","Child"
3,10,2005,"3/10/2005",0,1,1,NA,"Spring","TX","Elementary","No","Evening",NA,"Handgun",NA
3,9,2005,"3/9/2005",0,1,1,NA,"Spring","TN","High School","Yes","Dismissal","16","Handgun","Teen"
3,2,2005,"3/2/2005",1,0,1,NA,"Spring","TN","High School","No","Before School","14","Handgun","Teen"
2,4,2005,"2/4/2005",0,1,1,NA,"Winter","GA","High School",NA,NA,"19","Handgun","Adult"
1,26,2005,"1/26/2005",0,0,0,NA,"Winter","IL","High School","Yes","Morning Classes","15","Handgun","Teen"
1,5,2005,"1/5/2005",1,0,1,NA,"Winter","PA","High School","Yes","Dismissal","16","Handgun","Teen"
12,31,2004,"12/31/2004",0,1,1,NA,"Winter","TX","Other","No","Evening","38","Handgun","Adult"
12,13,2004,"12/13/2004",0,1,1,NA,"Winter","LA","High School","Yes","Lunch",NA,"Handgun",NA
11,19,2004,"11/19/2004",0,1,1,NA,"Fall","FL","High School","Yes","School Start","Teen","Handgun","Teen"
11,17,2004,"11/17/2004",0,0,0,NA,"Fall","FL","Middle school","Yes",NA,"14","Handgun","Teen"
11,16,2004,"11/16/2004",0,1,1,NA,"Fall","SC","High School","No","Sport Event","20","Handgun","Adult"
11,15,2004,"11/15/2004",0,1,1,NA,"Fall","AL","High School","No","Sport Event","20","Handgun","Adult"
10,21,2004,"10/21/2004",0,2,2,NA,"Fall","MD","High School","No","After School","16","Handgun","Teen"
10,12,2004,"10/12/2004",0,0,0,NA,"Fall","CA","Elementary",NA,NA,"25","Handgun","Adult"
10,12,2004,"10/12/2004",0,0,0,NA,"Fall","CA","Elementary",NA,NA,"25","Handgun","Adult"
10,7,2004,"10/7/2004",0,0,0,NA,"Fall","MA","High School","No","Night","15","Shotgun","Teen"
10,2,2004,"10/2/2004",0,1,1,NA,"Fall","NE","Elementary","No","Not a School Day","20","Handgun","Adult"
9,15,2004,"9/15/2004",0,0,0,NA,"Fall","IN","High School","Yes","Afternoon Classes","16","Handgun","Teen"
